假名	词性	汉字	含义
まち	代词	町	城市，城镇
てら	名词	寺	寺庙，寺院
たくさん	代词	たくさん	很多
うつくしい	名词	美しい	美丽
あたらしい	代词	新しい	新
ところ	代词	所	场所，地方
どんな	代词	どんな	什么样的，怎样的
きよみずでら	名词	清水寺	清水寺
あかい	代词	赤い	红色的
あおい	代词	青い	蓝色的
きいろい	名词	黄色い	黄色
みどり	代词	緑	绿色，绿意
くるま	代词	車	汽车
りんご	代词	りんご	苹果
くだもの	代词	果物	水果
いろ	名词	色	颜色
ちいさい	代词	小さい	小
むずかしい	代词	難しい	难
もんだい	代词	問題	问题
やきゅう	代词	野球	棒球（～をします：打棒球）
ルール	名词	ルール	规则，章程
よく	代词	よく	经常
にんき	名词	人気	声望，受欢迎
おとこ	名词	男	男
プロ	名词	プロ	专业，职业
チーム	名词	チーム	队，团体
アマチュア	名词	アマチュア	业余的
バレーボール	名词	バレーボール	排球
ばんぐみ	名词	番組	节目
せんしゅ	名词	選手	运动员，选手
ぼうし	代词	帽子	帽子
じゅうしょ	代词	住所	地址，住址
あき	代词	秋	秋
スポーツ	代词	スポーツ	运动，体育（～をします：做运动）
うた	代词	歌	歌曲，歌
こども	名词	子供	孩子，小孩
きょうだい	代词	兄弟	兄弟姐妹
しけん	代词	試験	考试
おかね	代词	お金	钱
クラス	名词	クラス	班级
おんな	名词	女	女
こ	名词	子	孩子
ひろい	代词	広い	宽广，广阔
せまい	名词	狭い	狭窄
じんこう	名词	人口	人口
ゆうこうとし	名词	友好都市	友好城市
なつ	代词	夏	夏
ひる	代词	昼	白天，中午
よる	名词	夜	晚上，夜里，夜晚
すずしい	代词	涼しい	凉
ふゆ	代词	冬	冬
あたたかい	名词	暖かい	热乎，温暖
きおん	名词	気温	气温
れいか	名词	零下	零下
ずっと	代词	ずっと	～得多，～得很
きせつ	代词	季節	季节
びょういん	代词	病院	医院
ちかい	代词	近い	近
たのしい	代词	楽しい	愉快，高兴
つよい	代词	強い	强
わかい	代词	若い	年轻
まいあさ	代词	毎朝	每天早上
パン	代词	パン	面包
しごと	名词	仕事	工作
スーパー・マーケット	名词	スーパー・マーケット	自选商场
しゅるい	名词	種類	种类
しょうひん	名词	商品	商品
しょくりょうひん	名词	食料品	食品
にちようひん	名词	日用品	日用品
いるい	名词	衣類	衣服
ねだん	名词	値段	价格
やすい	代词	安い	便宜
かいもの	名词	買い物	买东西
ぶたにく	名词	豚肉	猪肉
たまご	代词	卵	鸡蛋
それから	代词	それから	然后
はブラシ	名词	歯ブラシ	牙刷
インスタント・ラーメン	名词	インスタント・ラーメン	方便面
こぜに	名词	小銭	零钱
おつり	名词	おつり	找的零钱
まいしゅう	名词	毎週	每个星期
きって	代词	切手	邮票
かいぎ	代词	会議	会议（～をします：开会）
あじ	名词	味	口味，（食物的）味道
あまい	代词	甘い	甜
からい	代词	辛い	辣，咸
しせんりょうり	名词	四川料理	四川菜
みせ	代词	店	商店
つめたい	代词	冷たい	凉
マーボードーフ	名词	麻婆豆腐	麻婆豆腐
ほしい	名词	ほしい	想要，想得到
ぎじゅつ	名词	技術	技术
のみもの	代词	飲み物	饮料
コーヒー	代词	コーヒー	咖啡
みず	代词	水	水
ちゅうかりょうり	名词	中華料理	中国菜
おいしい	代词	おいしい	美味，好吃
ラーメン	名词	ラーメン	面条
せんもん	代词	専門	专业，专长
ギョーザ	名词	餃子	饺子
くに	名词	国	国，国家
とち	代词	土地	土地
りょうり	代词	料理	料理，菜
ゆ	名词	湯	开水，热水，洗澡水
むすこ	名词	息子	儿子
ちほう	名词	地方	地方
ばん	名词	晩	晚上
ごはん	名词	御飯	饭，米饭
テープ・レコーダー	名词	テープ・レコーダー	录音机
あたたかい	名词	温かい	温的
かみ	代词	紙	纸
こづつみ	名词	小包	包裹
アパート	名词	アパート	公寓
カセット・テープ	名词	カセット・テープ	盒式录音带，盒式磁带
へんじ	名词	返事	回答，答复，回复
きょくいん	名词	局員	邮局电报电话局职员
ふなびん	代词	船便	船运
こうくうびん	名词	航空便	航空邮件
おもさ	名词	重さ	重量
はかる	名词	量る	称，测量
ちょっと	代词	ちょっと	一下子，稍
りょう	代词	寮	宿舍
かがく	名词	化学	化学
じどうはんばいき	名词	自動販売機	自动售货机
きっぷ	代词	切符	票
せいかつ	代词	生活	生活
コンピュータ	名词	コンピュータ	计算机，电脑
ふろ	名词	風呂	澡盆，浴池
けさ	名词	今朝	今天早晨
ねつ	代词	熱	发烧
ずつう	名词	頭痛	头疼
しょくよく	名词	食欲	食欲
うけつけ	代词	受付	传达室，接待
しんさつけん	名词	診察券	挂号证
まちあいしつ	名词	待合室	候诊室，等候室
かんごふ	名词	看護婦	护士
しんさつしつ	名词	診察室	门诊室
いしゃ	代词	医者	医生
あたま	代词	頭	头
いたい	名词	痛い	疼，疼痛
のど	名词	のど	喉咙
かぜ	名词	風邪	感冒
ちゅうしゃ	名词	注射	注射
ゆっくり	代词	ゆっくり	慢慢地
しょくご	名词	食後	饭后
えんぴつ	代词	鉛筆	铅笔
たばこ	名词	煙草	香烟
からだ	代词	体	身体
かみ	代词	髪	头发
め	代词	目	眼睛
はな	名词	鼻	鼻，鼻子
くち	代词	口	嘴巴
は	代词	歯	牙齿
みみ	代词	耳	耳朵
かお	代词	顔	脸
くび	名词	首	头，脑袋：脖子
うで	名词	腕	手臂，胳膊
て	代词	手	手
あし	代词	足	脚，腿
こくど	名词	国土	国土
ほそい	名词	細い	小，细长，纤细
ながい	代词	長い	长
みなみ	名词	南	南
ほとんど	名词	ほとんど	基本上，几乎
もよおし	名词	催し	集会，活动
もみじ	代词	紅葉	红叶（秋天的各种变色叶）
なんぼく	名词	南北	南北
ひとびと	名词	人々	人们；每个人
コート	代词	コート	大衣，外套
なつふく	名词	夏服	夏装
げいじゅつ	名词	芸術	艺术
さかり	名词	盛り	盛，烂漫
はやい	名词	早い	早
おそい	代词	遅い	慢，晚
さくら	代词	桜	櫻花
はる	代词	春	春
ふうぶつ	名词	風物	风景，风物
かるい	代词	軽い	轻
ただしい	名词	正しい	正确的
こたえ	代词	答え	回答
しょうせつ	名词	小説	小说
さんぽ	名词	散歩	散步
ニュース	代词	ニュース	新闻
あさ	代词	朝	早上
おん	名词	音	发音，读音，字音
でんき	代词	電気	电，电灯
あかるい	代词	明るい	明亮
せいひん	代词	製品	产品
そうじき	名词	掃除機	吸尘器，除尘器
でんしレンジ	名词	電子レンジ	微波炉
かじ	名词	家事	家务活
みじかい	代词	短い	短
ステレオ	名词	ステレオ	立体声，立体声设备
こしょう	名词	故障	故障
はったつする	名词	発達	发达
そうさ	名词	操作	操作，操纵
れいぞうこ	代词	冷蔵庫	冰箱
びょうき	代词	病気	病，生病
しょうらい	名词	将来	将来
くらい	代词	暗い	昏暗
きたない	名词	汚い	脏
あした	代词	あした	明天
ちかく	代词	近く	附近
ラッシュ・アワー	名词	ラッシュ・アワー	(上下班电车、汽车的)拥挤时间; 高峰时间
あぶない	代词	危ない	危险
えきいん	名词	駅員	车站工作人员，站务员
マイク	名词	マイク	麦克风，话筒
ホーム	名词	ホーム	家，家庭；月台，站台
しゅうきゅうふつか	名词	週休2日	每周休息两天
とどけ	名词	届け	（请假）条
きょか	名词	許可	许可，允许
しゅくじつ	名词	祝日	节日，假日
つごう	名词	都合	方便；情况
ない	名词	ない	没有
さいきん	代词	最近	最近
れいとう	名词	冷凍	冷冻
しょくひん	名词	食品	食品
シューマイ	名词	焼売	烧卖
にく	代词	肉	肉
さかな	代词	魚	鱼
れいとうこ	名词	冷凍庫	冷冻库
きかん	名词	期間	时间，期间
したく	名词	支度	准备，（外出）打扮
ざいりょう	名词	材料	材料
すごい	代词	すごい	厉害（的）（有褒或贬的意思）
かんじ	代词	漢字	汉字
ピアノ	代词	ピアノ	钢琴
しゅくだい	代词	宿題	作业（～をします：做作业）
おもしろい	代词	おもしろい	有趣，有意思
じ	代词	字	字
ひらがな	代词	ひらがな	平假名
しょくどう	代词	食堂	餐厅，食堂
はじめ	代词	初め	开始
ちがい	名词	違い	不同，区别
しっぱい	名词	失敗	失败
げんごがく	名词	言語学	语言学
べんきょういがい	名词	勉強以外	除了学习以外
げんだい	名词	現代	现代，现今．当代
とき	名词	時	时候
し	名词	詩	诗歌
さくひん	名词	作品	作品
けいかく	名词	計画	计划
かくち	名词	各地	各地
けんぶん	名词	見聞	见闻
えんりょ	名词	遠慮	客气
せんぱい	名词	先輩	前辈
さんせい	名词	賛成	赞成，同意
せきゆ	名词	石油	石油
ねんりょう	名词	燃料	燃料
しりょう	代词	資料	资料
けんか	名词	けんか	吵架
わく	名词	湧く	涌现，产生；涌出，冒出
どうぶつ	名词	動物	动物
ほうもんぎ	名词	訪問着	会客和服
ほうもんちゅう	名词	訪問中	正在访问中
ものがたり	名词	物語	故事，传说
ひょうろん	名词	評論	评论
びじゅつ	代词	美術	美术
まんが	名词	漫画	漫画
てんらんかい	名词	展覧会	展览会
コンサート	代词	コンサート	音乐会，演奏会
はくぶつかん	名词	博物館	博物馆
かんしょう	名词	鑑賞	鉴赏
せんじつ	名词	先日	前几天，前些天
なか	名词	仲	关系，友情，友谊
きょうし	代词	教師	教师
じょうだん	名词	冗談	玩笑；戏言；笑话
しゅう	名词	週	星期
いっしょ	名词	いっしょ	一起
えきまえ	名词	駅前	车站一带
まちあわせる	代词	待ち合わせる	约会，碰头
きげき	名词	喜劇	喜剧
せりふ	名词	せりふ	台词
がめん	名词	画面	画面
ユーモア	代词	ユーモア	幽默
かんかく	名词	感覚	感觉
おもわず	名词	思わず	禁不住，不由得
えいぞう	名词	映像	电影，影像
トイレ	名词	トイレ	厕所，盥洗室
ドア	代词	ドア	门
ボール	名词	ボール	球
えんぜつ	名词	演説	演说
とい	名词	問い	提问，问题
しつもん	名词	質問	提问，问题
こうえん	名词	講演	演讲，演说
はっぴょう	名词	発表	发表，发布，宣布，揭晓
ほうこく	名词	報告	报告
ざつだん	名词	雑談	闲谈，聊天
うわさ	名词	うわさ	传说，风言风语
ごもくずし	名词	五目ずし	什锦寿司饭
ゆうしょく	名词	夕食	晚餐，晚饭
べんぎ	名词	便宜	方便
てづくり	名词	手作り	手工做，自己做，手制
はやめ	名词	早め	提前
ごにんまえ	名词	５人前	5个人的份儿
さんごう	名词	３合	3合(1合大约为0.18公升)
たけのこ	名词	筍	笋
しいたけ	名词	しいたけ	香菇
れんこん	名词	れんこん	藕
にんじん	名词	にんじん	胡萝卜
さやえんどう	名词	さやえんどう	嫩豌豆角
えび	名词	海老	虾
だしじる	名词	だし汁	用海带、木鱼等煮的高汤
す	名词	酢	醋
はじめ	名词	始め	开头，开始
かため	名词	固め	稍硬
ぐ	名词	具	配料，材料；工具，手段
こまかい	名词	細かい	细小，细致，琐碎
うすい	名词	薄い	口味）轻；薄
さっと	名词	さっと	很快，一下子；忽然，骤然
じゅんばん	名词	順番	顺序，次序
さいご	名词	最後	最后
さら	名词	皿	碟子
このみ	名词	好み	喜好，爱好，口味
のり	名词	のり	紫菜，海藻
べにしょうが	名词	紅しょうが	红姜
なべ	名词	鍋	锅
やけど	名词	やけど	烫伤
さあ	代词	さあ	好啦（提议做某事时用）
できあがり	名词	できあがり	做好
じゃま	名词	じゃま	妨碍，干扰
うんどうかい	名词	運動会	运动会
あつい	名词	厚い	厚
あつめ	名词	厚め	稍厚
おおめ	名词	多め	稍多
ふかめ	名词	深め	稍深
おおきめ	名词	大きめ	稍大
ちいさめ	名词	小さめ	稍小
だいこん	名词	大根	萝卜
じゃがいも	名词	じゃがいも	土豆，马铃薯
はくさい	名词	白菜	白菜
ねぎ	名词	ねぎ	葱
たまねぎ	名词	たまねぎ	洋葱
ピーマン	名词	ピーマン	柿子椒
キャベツ	名词	キャベツ	卷心菜
にんにく	名词	にんにく	大蒜
にら	名词	にら	韭菜
みかん	代词	みかん	桔子
バナナ	名词	バナナ	香蕉
パイナップル	名词	パイナップル	菠萝
もも	名词	桃	桃
ぶどう	名词	ぶどう	葡萄
メロン	名词	メロン	甜瓜，白兰瓜
なし	名词	なし	梨
レモン	名词	レモン	柠檬
いちご	名词	いちご	草莓
ことばづかい	名词	言葉使い	措词，说法
きみ	代词	君	你
メニュー	名词	メニュー	菜单，菜谱
ハンバーグ	名词	ハンバーグ	汉堡牛肉饼
ライス	名词	ライス	米饭
アイスクリーム	代词	アイスクリーム	冰淇淋
しつれい	名词	失礼	失礼，失敬；告辞
たべすぎ	名词	食べ過ぎ	吃得过多
ぼく	代词	ぼく	我(男子用语)
カレーライス	名词	カレーライス	咖喱饭
きまり	名词	決まり	规定，规矩；决定
はなしことば	名词	話し言葉	口语
かんけい	名词	関係	关系
したしい	名词	親しい	熟悉，亲切，亲密
たちば	名词	立場	立场
とくゆう	名词	特有	特有
ぎゃく	名词	逆	相反，反；倒
ひょうげん	名词	表現	表达，表现
どあい	名词	度合い	程度
たいど	名词	態度	态度
こうじ	名词	工事	工程，工事
ぶんしょう	名词	文章	文章
きびしい	名词	厳しい	严厉，严格
やさしい	名词	優しい	和蔼，温和，体贴
ぜいたくひん	名词	ぜいたく品	奢侈品
ひつじゅひん	名词	必需品	必需品
わたしたち	代词	わたしたち	我们
われわれ	代词	われわれ	我们
ぼくたち	代词	ぼくたち	我们
おれ	名词	おれ	我，咱，俺
おれたち	代词	おれたち	我们
あなたたち	代词	あなたたち	你们
あなたがた	代词	あなたがた	你们
きみたち	代词	君たち	你们
おまえ	代词	おまえ	你
おまえたち	代词	おまえたち	你们
かた	名词	方	方，方面
どなた	代词	どなた	哪位
つゆ	名词	梅雨	梅雨
かおく	名词	家屋	房屋，住房
じき	名词	時期	时期；季节
しつど[名]湿度	名词	湿度	湿度
むしあつい	名词	蒸し暑い	闷热
かべ	名词	壁	墙壁
とりはずし	名词	取り外し	取下
しょうじ	名词	障子	日本式房间的拉窗、隔扇
ふすま	名词	ふすま	日本式房间的拉门、隔扇
ぜんたい	名词	全体	全体，全部
しょくぶつせい	名词	植物性	植物性
ゆか	名词	床	地板
たたみ	名词	畳	草席，草垫
わら	名词	わら	稻草
いぐさ	名词	いぐさ	灯心草
しっけ	名词	湿気	湿气
ふうど	名词	風土	风土
おうべいふう	名词	欧米風	西洋式
けんちく	名词	建築	建筑
うん	代词	うん	对（不如"はい"礼貌）
ただ	名词	ただ	仅，只
やちん	名词	家賃	房租
おどり	名词	踊り	舞蹈
ぼう	名词	棒	棍子，棒子
バット	名词	バット	球棒
おりがみ	名词	折り紙	折纸
そうたい	名词	早退	早退
まつり	名词	祭り	文化节，节日庆祝集会；庙会；节日
ひなまつり	名词	ひな祭り	女儿节
はしら	名词	柱	柱子
てんじょう	名词	天井	天棚
えんとつ	名词	煙突	烟筒
ろうか	名词	廊下	走廊
もん	名词	門	城门，门，大门
かいだん	代词	階段	楼梯
しんしつ	名词	寝室	寝室
べんじょ	名词	便所	厕所
よくしつ	名词	浴室	浴室
わしつ	名词	和室	日式房间
ようしつ	名词	洋室	西式房间
じゅうたく	名词	住宅	住宅
たなばた	名词	七夕	七夕
はっせいき	名词	8世紀	8世纪
ぎょうじ	名词	行事	活动
ねがいごと	名词	願いごと	心愿，愿望
まずしい	代词	貧しい	贫穷，穷苦
うしかい	名词	牛飼い	放牛，牛倌
てんにょ	名词	天女	仙女
みずあび	名词	水浴び	洗澡，淋浴
かくれる	名词	隠れる	躲藏，隐藏
もちぬし	名词	持ち主	东西的主人
およめさん	名词	お嫁さん	妻子
てん	名词	天	天，天空；天国；天命
かみさま	名词	神様	神仙
かわ	名词	皮	皮
おいかける	名词	追いかける	追赶；紧接着，紧跟着
あまのがわ	名词	天の川	银河
はなればなれ	名词	離れ離れ	分离，分散
かささぎ	名词	かささぎ	喜鹊
こうぞう	名词	構造	构造，结构
なみだ	名词	涙	眼泪，泪
わすれもの	名词	忘れ物	忘记的东西，遗忘的物品
もんく	代词	文句	意见，异议，牢骚；词句，话语
ジュース	代词	ジュース	果汁
くも	名词	雲	云
たいよう	名词	太陽	日头，太阳
おこる	名词	起こる	发生，引起
しんど	名词	震度	震级
おおじしん	名词	大地震	大地震
ななじゅまんこ	名词	70万戸	70万户
ぶつり	名词	物理	物理
がくしゃ	名词	学者	学者
コラム	名词	コラム	专栏
きろく	名词	記録	记载，记录；（成绩）记录
しかけ	名词	仕掛け	把戏
たねあかし	名词	種明かし	揭开秘密
すべて	名词	すべて	全部，所有
めいしん	名词	迷信	迷信
まどガラス	名词	窓ガラス	玻璃窗
こわい	名词	怖い	害怕，恐怖
チューリップ	名词	チューリップ	郁金香
にくらしい	名词	憎らしい	可憎，可恨
はんにん	名词	犯人	犯人
ビル	代词	ビル	大厦，大楼
はいえん	名词	肺炎	肺炎
おおあめ	名词	大雨	大雨
くずれる	名词	崩れる	崩溃，毁坏
けいりぶ	名词	経理部	经理部
すうじ	名词	数字	数字
とく	代词	解く	解，解答，解明
コップ	名词	コップ	杯子，杯
だいきん	名词	代金	贷款，价款
はこびちん	名词	運び賃	运费
じゅんこちゃん	名词	純子ちゃん	纯子(ちゃん”接在人名后表示亲密的感情，主要用于呼唤孩子的名字。)
きんがく	名词	金額	金额
かんちがい	名词	勘違い	判断错误，误会
そん	名词	損	亏损，亏
あきびん	名词	空き瓶	空瓶
ひきかえ	名词	引き替え	交换
ずるい	代词	ずるい	狡猾，奸诈
せいかく	名词	性格	性格
たにん	名词	他人	他人，别人
バイオリン	名词	バイオリン	小提琴
たいじゅう	名词	体重	体重
めだつ	代词	目立つ	显眼，显著，引人注目
ラジカセ	名词	ラジカセ	盒式录音机
しゅうり	名词	修理	修理
こうかんしゅ	名词	交換手	接线员
だいたい	代词	だいたい	大致，大概
ゆうじん	名词	友人	朋友，友人
ちゅうじゅん	名词	中旬	中旬
おぼん	名词	お盆	盂兰盆
せんぞ	名词	先祖	先祖，祖先
はかまいり	名词	墓参り	扫墓，上坟
さいかい	名词	再会	重逢，再会
みんぞくだいいどう	名词	民族大移動	民族大迁移
ぜんご	名词	前後	前后
れっしゃ	名词	列車	火车
りょかん	名词	旅館	旅馆，旅店
しせつ	名词	施設	设施，设备
てはい	名词	手配	筹备，安排，布置
にしぐち	名词	西口	西口
ひどい	名词	ひどい	残酷，过分；激烈
よわめる	名词	弱める	弱化，减弱
おとなしい	名词	おとなしい	温顺，老实
おたく	名词	お宅	贵府,府上;家
ごようけん	名词	御用件	事，事情
しゅと	名词	首都	首都
ごらく	名词	娯楽	娱乐
レクリェーション	名词	レクリェーション	娱乐(活动)
けんぶつ	名词	見物	游览，观光
はなみ	名词	花見	赏花，看花
かんげき	名词	観劇	观剧，看戏
えんそく	名词	遠足	远足，郊游
ハイキング	名词	ハイキング	郊游，远足
ピクニック	名词	ピクニック	郊游
サイクリング	名词	サイクリング	自行车旅行
ドライブ	名词	ドライブ	兜风，开汽车远游
つり	代词	釣り	钓鱼（～をします：钓魚）
かいすいよく	名词	海水浴	海水浴
とざん	名词	登山	登山，爬山
ゴルフ	代词	ゴルフ	高尔夫球（～をします：打高尔夫球）
マージャン	名词	麻雀	麻将
いご	名词	囲碁	围棋
パチンコ	代词	パチンコ	小钢珠（～をします：打小钢珠）
ビリヤード	名词	ビリヤード	台球
ボーリング	名词	ボーリング	保龄球
どだい	名词	土台	基础
きょうつうご	名词	共通語	通用语，普通话
ぜんこく	名词	全国	全国
どくとく	名词	独特	独特，特有
ほうげん	名词	方言	方言，地方话
つながり	名词	つながり	联系，关系
あじわい	名词	味わい	味道；趣味，妙处
あいちゃく	名词	愛着	留恋，难舍
たんか	名词	短歌	短歌
ふるさと	名词	ふるさと	故乡
ていしゃば	名词	停車場	停车场
こきょう	名词	故郷	故乡
ちゅうしん	名词	中心	中心
うまれこきょう	名词	生まれ故郷	故土
していせき	名词	指定席	对号入座
アクセサリー	名词	アクセサリー	首饰
かざり	名词	飾り	装饰品
がか	名词	画家	画家
じめん	名词	地面	地面
てつどう	名词	鉄道	火车，铁路，铁道
ガソリンスタンド	名词	ガソリンスタンド	加油站
テレビきょく	名词	テレビ局	电视台
むし	名词	虫	虫，虫子
まるい	名词	丸い	圆圆的
つうやく	名词	通訳	翻译，口译
かいどう	名词	街道	交通要道
こうつうりょう	名词	交通量	交通流量，通行量
かいどうそい	名词	街道沿い	沿路
およそ	名词	およそ	大约
とうじ	名词	当時	当时
おとな	名词	大人	大人，成人
にっすう	名词	日数	天数
スピード	名词	スピード	速度
ひがえり	名词	日帰り	当天往返
にちじょうさはんじ	名词	日常茶飯事	家常便饭
じょうちょ	名词	情緒	情趣
あじわう	名词	味わう	品味，品尝
かくえきていしゃ	名词	各駅停車	每站停车
じゆうせき	名词	自由席	自由入座
じょうしゃけん	名词	乗車券	车票
とっきゅうけん	名词	特急券	特快票
とうきょうはつ	名词	東京発	由东京始发
じこくひょう	代词	時刻表	时刻表
みやげばなし	名词	みやげ話	旅途见闻
しはらい	名词	支払い	支付，付款
うんゆ	名词	運輸	运输
こうくう	名词	航空	航空
こうかい	名词	航海	航海，航行
ゆそう	名词	輸送	运送
うんぱん	名词	運搬	搬运
そくたつ	代词	速達	限时信
かきとめ	代词	書留	挂号信
テレックス	名词	テレックス	电传
ファクシミリ	名词	ファクシミリ	传真
はいけい	名词	拝啓	敬启者
まちなみ	名词	町並み	市容，街道，街景
したしみ	名词	親しみ	亲近
よそう	名词	予想	预料，预计，预想
ぼんち	名词	盆地	盆地
めいしょ	名词	名所	名胜
ぶたい	名词	舞台	舞台
くらやみ	名词	暗闇	黑暗
ちゅうふく	名词	中腹	半山腰
こうけい	名词	光景	情景，景象，光景
のこり	名词	残り	剩余， 残余
しるし	名词	しるし	标志
べつびん	名词	別便	另函，另寄
めいぶつ	名词	名物	有名的东西
ざんしょ	名词	残暑	残暑，秋老虎
けいぐ	名词	敬具	敬上，谨启
しゅしょう	代词	首相	总理，首相
しひ	名词	詩碑	诗碑
かんこうきゃく	名词	観光客	游客
まちがい	名词	間違い	错误，失误
ごじゅうおく	名词	５０億	50亿
あかちゃん	名词	赤ちゃん	婴儿，幼儿
とうけい	名词	統計	统计
こくれんじむそうちょう	名词	国連事務総長	联合国秘书长
せだい	名词	世代	世代；一代
どうせだい	名词	同世代	同年代，同时代
はん	代词	半	半
にばいはん	名词	2倍半	两倍半
はんせいきあまり	名词	半世紀余り	半个多世纪
はじめ	代词	初め	开始
ぞうかする	名词	増加する	增加
いがく	名词	医学	医学
しぼう	名词	死亡	死亡
いりょうミス	名词	医療	医疗事故
いちじるしい	名词	著しい	明显的，显著的
ばくはつ	名词	爆発	爆发
しょくりょう	名词	食糧	粮食，食粮
ちきゅうじょう	名词	地球上	地球上
うえ	名词	飢え	饥饿
さんぎょう	名词	産業	产业
はいきぶつ	名词	廃棄物	废弃物
せきゆ	名词	石油	石油
しげん	名词	資源	资源
どうじ	名词	同時	当时
とうらい	名词	到来	到来，来到
ねがう	代词	願う	请求，要求，拜托
みらい	名词	未来	未来，将来
えいよう	名词	栄養	营养
バランス	名词	バランス	平衡，均衡
かぎり	名词	限り	限度，极限，止境
しんちょう	名词	身長	身高，身长
さんかしゃ	名词	参加者	参加者
ふりょうひん	名词	不良品	次品，不合格产品
そのまま	名词	そのまま	就照原样，就那样
ぶっし	名词	物資	物资
げんりょう	名词	原料	原材料，原料
もくざい	名词	木材	木材
きんぞく	名词	金属	金属
ぎん	名词	銀	银；银钱；银色
どう	名词	銅	铜
アルミ	名词	アルミ	镀铝，铝
ガス	名词	ガス	天然气，煤气
セメント	名词	セメント	水泥
コンクリート	名词	コンクリート	混凝土，水泥
プラスチック	名词	プラスチック	塑胶，塑料
ゴム	名词	ゴム	橡胶
どんなに	名词	どんなに	怎样，怎么
てんさい	代词	天才	天才
かいぼう	名词	解剖	解剖
うごき	名词	動き	动向，动作
わけ	名词	わけ	缘故，理由，原因
れんぞく	名词	連続	连续
せっけいず	名词	設計図	设计图
そのあと	名词	その後	之后，其后
ききゅう	名词	気球	气球
カモメ	名词	カモメ	海鸥
トンビ	名词	トンビ	鸢
つばさ	名词	翼	翅膀
グライダー	名词	グライダー	滑翔机
こんせいき	名词	今世紀	本世纪
エンジン	名词	エンジン	发动机，引擎
エンジンつき	名词	エンジン付き	装有发动机的
じっけん	名词	実験	试验，实验
しめす	名词	示す	表现出，表示；出示
ごく	名词	ごく	极，最，非常
つみかさね	名词	積み重ね	积累
み	名词	実	种子；果实；内容
おおがた	名词	大型	大型
りょかくき	名词	旅客機	客机
うちゅう	名词	宇宙	宇宙
パイロット	名词	パイロット	飞行员
スチュワーデス	名词	スチュワーデス	航空小姐
うちゅうひこうし	名词	宇宙飛行士	宇航员
タイムマシン	名词	タイムマシン	航时机
りすうけい	名词	理数系	理科和数学，理数专业
エスエフ	名词	SF	科幻小说
ルネサンス	名词	ルネサンス	文艺复兴
おやこ	名词	親子	父母和子女
るす	名词	留守	不在家
ハンカチ	名词	ハンカチ	手绢
かしゅ	名词	歌手	歌手
みすてる	代词	見捨てる	抛弃，离弃
コイン	名词	コイン	硬币
コンクール	名词	コンクール	比赛会，竞赛会
ほんき	名词	本気	认真，正经
じだいおくれ	名词	時代遅れ	落后于时代
かちょう	代词	課長	课长，科长
はつめい	名词	発明	发明
はっけん	名词	発見	发现
ぶんせき	名词	分析	分析，剖析
かんさつ	名词	観察	观察
けんさ	代词	検査	检查
ぶったい	名词	物体	物体
こたい	名词	固体	固体
えきたい	名词	液体	液体
きたい	名词	気体	气体
ぶっしつ	名词	物質	物质
ぶんし	名词	分子	分子
げんし	名词	原子	原子
でんし	名词	電子	电子
でんぱ	名词	電波	电波
でんりゅう	名词	電流	电流
げんそ	名词	元素	元素
すいそ	名词	水素	氢
さんそ	名词	酸素	氧
たんそ	名词	炭素	碳
しせつ	名词	使節	使节
ば	名词	場	场合；场面；场所
たき	名词	滝	瀑布
はば	名词	幅	幅度
ながれ	名词	流れ	河流
はこにわ	名词	箱庭	庭院盆景
ぼんさい	名词	盆栽	盆栽
えんげい	名词	園芸	园艺
あいこうか	名词	愛好家	爱好者
はち	名词	鉢	盆，钵
うえる	名词	植える	种，植，栽
かたち	名词	形	造型，形状，形式
ととのえる	名词	整える	完善，完备
みんぞく	名词	民族	民族；种族
けいこう	名词	傾向	趋势，倾向
こがた	名词	小型	小型
ちょうこがた	名词	超小型	超小型
しゅうせきかいろ	名词	集積回路	集成电路
めざましい	名词	目覚ましい	显著
さいのう	名词	才能	才能，才干，才华
せんたん	名词	先端	尖端，先进
せい	名词	せい	原因
ぎゃくせつ	名词	逆説	反论，异说
けいざいりょく	名词	経済力	经济力量
みかた	名词	見方	看法，观点
せきにん	名词	責任	责任
せいせき	名词	成績	成绩
つらい	名词	つらい	痛苦，心里难过
きぶん	名词	気分	情绪；（身体）舒适（与否）
ふうけい	名词	風景	景象，风景；情景
じつりょく	名词	実力	实力
みあげる	名词	見上げる	仰望，往上看
あたり	名词	辺り	周围，附近
でんしかいろ	名词	電子回路	电子电路
すうち	名词	数値	数值
にしんほう	名词	二進法	二进制
じっしんほう	名词	十進法	十进制
れい	名词	例	例，例子
ず	名词	図	图表，图
それら	名词	それら	它们
でんきゅう	名词	電球	电灯泡
くみあわせ	名词	組み合わせ	配合，搭配，组合
やくめ	名词	役目	作用，任务，职责，职务
しんくうかん	名词	真空管	真空管
でんりょく	名词	電力	电力
じじょう	名词	事情	情况；缘故，缘由
じつようか	名词	実用化	实用化
はんどうたい	名词	半導体	半导体
トランジスタ	名词	トランジスタ	晶体管
ちゅうかん	名词	中間	中间
せいしつ	名词	性質	品质，性质
べつ	名词	別	其他，另外
きのう	名词	機能	功能，机能，作用
アイシー	名词	ＩＣ	集成电路
きぼ	名词	規模	规模
エルエスアイ	名词	ＬＳＩ	大规模集成电路
かくしん	名词	革新	革新
てのひら	名词	手のひら	手掌
たなかし	名词	田中氏	田中氏
